pCONS,biorep,sample,normalized_freq,log_freq,plant,fluor,tech,ensemb_lab
pCH3,Rep4,TR2,0.2647096196179306,-1.9175174711801846,Tobacco,DSRed,Tech2,pCH1-5
pCH3,Rep5,TR,0.24786088700211864,-2.0123974659802157,Tobacco,DSRed,Tech1,pCH1-5
pCH3,Rep5,TR2,0.2700745733556225,-1.8885702737020276,Tobacco,DSRed,Tech2,pCH1-5
pCH3,Rep6,TR,0.3009221740784907,-1.732537676303833,Tobacco,DSRed,Tech1,pCH1-5
pCH3,Rep6,TR2,0.2867808658412239,-1.8019793249509573,Tobacco,DSRed,Tech2,pCH1-5
pCH4,Rep1,TR,0.06437265399800939,-3.957408239323323,Tobacco,DSRed,Tech1,pCH1-5
pCH4,Rep1,TR2,0.06276897057207598,-3.993804641244671,Tobacco,DSRed,Tech2,pCH1-5
pCH4,Rep2,TR,0.0511859092533955,-4.288109478144858,Tobacco,DSRed,Tech1,pCH1-5
pCH4,Rep2,TR2,0.049430957432937295,-4.338441339328327,Tobacco,DSRed,Tech2,pCH1-5
pCH4,Rep3,TR,0.04796430747962444,-4.381894962623079,Tobacco,DSRed,Tech1,pCH1-5
pCH4,Rep3,TR2,0.05405817978993746,-4.209343254525141,Tobacco,DSRed,Tech2,pCH1-5
pCH4,Rep4,TR,0.06820336195797774,-3.8740133338015608,Tobacco,DSRed,Tech1,pCH1-5
pCH4,Rep4,TR2,0.05673140421476323,-4.139708615760552,Tobacco,DSRed,Tech2,pCH1-5
pCH4,Rep5,TR,0.0740478807762934,-3.755397743082781,Tobacco,DSRed,Tech1,pCH1-5
pCH4,Rep5,TR2,0.06585353534215775,-3.92459529623768,Tobacco,DSRed,Tech2,pCH1-5
pCH4,Rep6,TR,0.0545823120823291,-4.1954226819515785,Tobacco,DSRed,Tech1,pCH1-5
pCH4,Rep6,TR2,0.05186751088769484,-4.269025053081739,Tobacco,DSRed,Tech2,pCH1-5
pCH5,Rep1,TR,0.3361778495569593,-1.572703425004215,Tobacco,DSRed,Tech1,pCH1-5
pCH5,Rep1,TR2,0.3077157674605142,-1.7003297251376368,Tobacco,DSRed,Tech2,pCH1-5
pCH5,Rep2,TR,0.25395494336207686,-1.9773555378669243,Tobacco,DSRed,Tech1,pCH1-5
pCH5,Rep2,TR2,0.2635271804661846,-1.9239763242906676,Tobacco,DSRed,Tech2,pCH1-5
pCH5,Rep3,TR,0.36404489292059977,-1.457811724682256,Tobacco,DSRed,Tech1,pCH1-5
pCH5,Rep3,TR2,0.35053658522861075,-1.5123630698428538,Tobacco,DSRed,Tech2,pCH1-5
pCH5,Rep4,TR,0.32753461206824397,-1.6102807240519108,Tobacco,DSRed,Tech1,pCH1-5
pCH5,Rep4,TR2,0.3308413793318896,-1.5957884068610426,Tobacco,DSRed,Tech2,pCH1-5
pCH5,Rep5,TR,0.36068853158083414,-1.4711745428306153,Tobacco,DSRed,Tech1,pCH1-5
pCH5,Rep5,TR2,0.345352663364767,-1.5338577451097535,Tobacco,DSRed,Tech2,pCH1-5
pCH5,Rep6,TR,0.5240451318409448,-0.9322370299199239,Tobacco,DSRed,Tech1,pCH1-5
pCH5,Rep6,TR2,0.5025624333235287,-0.992625261479035,Tobacco,DSRed,Tech2,pCH1-5
pCL1,Rep1,TR,0.04719136715719284,-4.4053332221073145,Tobacco,DSRed,Tech1,pCL1-5
pCL1,Rep1,TR2,0.03809306427529856,-4.714327844195257,Tobacco,DSRed,Tech2,pCL1-5
pCL1,Rep2,TR,0.039390199023542745,-4.666019483420566,Tobacco,DSRed,Tech1,pCL1-5
pCL1,Rep2,TR2,0.03055749523793369,-5.032329897576103,Tobacco,DSRed,Tech2,pCL1-5
pCL1,Rep3,TR,0.05031768515378523,-4.312790636674618,Tobacco,DSRed,Tech1,pCL1-5
pCL1,Rep3,TR2,0.040715707468833684,-4.618270719222109,Tobacco,DSRed,Tech2,pCL1-5
pCL1,Rep4,TR,0.04281365562827767,-4.545785164993835,Tobacco,DSRed,Tech1,pCL1-5
pCL1,Rep4,TR2,0.04850415005808868,-4.365747998926946,Tobacco,DSRed,Tech2,pCL1-5
pCL1,Rep5,TR,0.06441395169306084,-3.9564829881052583,Tobacco,DSRed,Tech1,pCL1-5
pCL1,Rep5,TR2,0.05071185667409894,-4.3015330941223064,Tobacco,DSRed,Tech2,pCL1-5
pCL1,Rep6,TR,0.05552223752873173,-4.170790480530036,Tobacco,DSRed,Tech1,pCL1-5
pCL1,Rep6,TR2,0.05165024951977072,-4.275080871080008,Tobacco,DSRed,Tech2,pCL1-5
pCL2,Rep1,TR,0.06019554788513354,-4.05419940181899,Tobacco,DSRed,Tech1,pCL1-5
pCL2,Rep1,TR2,0.061240334540348655,-4.029374025839968,Tobacco,DSRed,Tech2,pCL1-5
pCL2,Rep2,TR,0.05404933847617037,-4.209579229224398,Tobacco,DSRed,Tech1,pCL1-5
pCL2,Rep2,TR2,0.04547720067312085,-4.458712737200238,Tobacco,DSRed,Tech2,pCL1-5
pCL2,Rep3,TR,0.0753722225554539,-3.7298232546764383,Tobacco,DSRed,Tech1,pCL1-5
pCL2,Rep3,TR2,0.07481713298864454,-3.740487507263615,Tobacco,DSRed,Tech2,pCL1-5
pCL2,Rep4,TR,0.06949066951451378,-3.8470369090436773,Tobacco,DSRed,Tech1,pCL1-5
pCL2,Rep4,TR2,0.06877577274213263,-3.8619557454916222,Tobacco,DSRed,Tech2,pCL1-5
pCL2,Rep5,TR,0.11325807255109777,-3.142314211817799,Tobacco,DSRed,Tech1,pCL1-5
pCL2,Rep5,TR2,0.09974326332633877,-3.3256367849699258,Tobacco,DSRed,Tech2,pCL1-5
pCL2,Rep6,TR,0.06077669211471374,-4.040338034157127,Tobacco,DSRed,Tech1,pCL1-5
pCL2,Rep6,TR2,0.0839454236090886,-3.574404512812981,Tobacco,DSRed,Tech2,pCL1-5
pCL3,Rep1,TR,0.05464438239262518,-4.193782999657421,Tobacco,DSRed,Tech1,pCL1-5
pCL3,Rep1,TR2,0.057259337464676895,-4.1263452124509925,Tobacco,DSRed,Tech2,pCL1-5
pCL3,Rep2,TR,0.05448028137434349,-4.198122035317514,Tobacco,DSRed,Tech1,pCL1-5
pCL3,Rep2,TR2,0.05839643722548001,-4.097975837003757,Tobacco,DSRed,Tech2,pCL1-5
pCL3,Rep3,TR,0.051802468700772,-4.270835337085011,Tobacco,DSRed,Tech1,pCL1-5
pCL3,Rep3,TR2,0.05526744793239943,-4.1774261945607725,Tobacco,DSRed,Tech2,pCL1-5
pCL3,Rep4,TR,0.06227817216593618,-4.005129587134212,Tobacco,DSRed,Tech1,pCL1-5
pCL3,Rep4,TR2,0.05730894145619019,-4.125095941052132,Tobacco,DSRed,Tech2,pCL1-5
pCL3,Rep5,TR,0.07808467607579948,-3.678816738956826,Tobacco,DSRed,Tech1,pCL1-5
pCL3,Rep5,TR2,0.07245231196529675,-3.786824462619846,Tobacco,DSRed,Tech2,pCL1-5
pCL3,Rep6,TR,0.05955324560224335,-4.069676053865604,Tobacco,DSRed,Tech1,pCL1-5
pCL3,Rep6,TR2,0.06681282669988702,-3.9037310924659443,Tobacco,DSRed,Tech2,pCL1-5
pCL4,Rep1,TR,0.07247036649545713,-3.786464999469712,Tobacco,DSRed,Tech1,pCL1-5
pCL4,Rep1,TR2,0.06641773151971817,-3.912287740965146,Tobacco,DSRed,Tech2,pCL1-5
pCL4,Rep2,TR,0.05591804331552818,-4.160542310970762,Tobacco,DSRed,Tech1,pCL1-5
pCL4,Rep2,TR2,0.048186439258418756,-4.375228992847443,Tobacco,DSRed,Tech2,pCL1-5
pCL4,Rep3,TR,0.06354377632368882,-3.9761053596923275,Tobacco,DSRed,Tech1,pCL1-5
pCL4,Rep3,TR2,0.05738786847404003,-4.123110399600949,Tobacco,DSRed,Tech2,pCL1-5
pCL4,Rep4,TR,0.06280726445599222,-3.992924755044508,Tobacco,DSRed,Tech1,pCL1-5
pCL4,Rep4,TR2,0.06804259579214668,-3.877418009604959,Tobacco,DSRed,Tech2,pCL1-5
pCL4,Rep5,TR,0.08374199335670922,-3.577904930024529,Tobacco,DSRed,Tech1,pCL1-5
pCL4,Rep5,TR2,0.07593414827331378,-3.7191073651969178,Tobacco,DSRed,Tech2,pCL1-5
pCL4,Rep6,TR,0.08884612276848594,-3.4925473711429347,Tobacco,DSRed,Tech1,pCL1-5
pCL4,Rep6,TR2,0.08037577768270496,-3.6370953983474648,Tobacco,DSRed,Tech2,pCL1-5
pCL5,Rep1,TR,0.02928542132944483,-5.093673539120088,Tobacco,DSRed,Tech1,pCL1-5
pCL5,Rep1,TR2,0.04158607785991607,-4.587755564393134,Tobacco,DSRed,Tech2,pCL1-5
pCL5,Rep2,TR,0.03326112234795058,-4.91001933869304,Tobacco,DSRed,Tech1,pCL1-5
pCL5,Rep2,TR2,0.025877911105320717,-5.272135023743517,Tobacco,DSRed,Tech2,pCL1-5
pCL5,Rep3,TR,0.03397019110088219,-4.879586855587061,Tobacco,DSRed,Tech1,pCL1-5
pCL5,Rep3,TR2,0.036591319726418076,-4.7723547399784705,Tobacco,DSRed,Tech2,pCL1-5
pCL5,Rep4,TR,0.03716021420946313,-4.7500973716375965,Tobacco,DSRed,Tech1,pCL1-5
pCL5,Rep4,TR2,0.03295590577456191,-4.923319167084498,Tobacco,DSRed,Tech2,pCL1-5
pCL5,Rep5,TR,0.045665427078843926,-4.452753863841915,Tobacco,DSRed,Tech1,pCL1-5
pCL5,Rep5,TR2,0.042253171691441174,-4.5647965498764504,Tobacco,DSRed,Tech2,pCL1-5
pCL5,Rep6,TR,0.06479635357549306,-3.9479435622600887,Tobacco,DSRed,Tech1,pCL1-5
pCL5,Rep6,TR2,0.049736869192658406,-4.329540493285108,Tobacco,DSRed,Tech2,pCL1-5
pCM1,Rep1,TR,0.13668821653392205,-2.8710392168359307,Tobacco,DSRed,Tech1,pCM1-5
pCM1,Rep1,TR2,0.1397783220904609,-2.8387874611956057,Tobacco,DSRed,Tech2,pCM1-5
pCM1,Rep2,TR,0.15072261213711718,-2.7300322216087336,Tobacco,DSRed,Tech1,pCM1-5
pCM1,Rep2,TR2,0.1508318214010673,-2.7289872648587403,Tobacco,DSRed,Tech2,pCM1-5
pCM1,Rep3,TR,0.14151538408685696,-2.8209691984422696,Tobacco,DSRed,Tech1,pCM1-5
pCM1,Rep3,TR2,0.12103376149461642,-3.0465185618757915,Tobacco,DSRed,Tech2,pCM1-5
pCM1,Rep4,TR,0.1315301422252803,-2.926534640953103,Tobacco,DSRed,Tech1,pCM1-5
pCM1,Rep4,TR2,0.128262301000573,-2.962830900700229,Tobacco,DSRed,Tech2,pCM1-5
pCM1,Rep5,TR,0.1558740097758895,-2.6815476998425294,Tobacco,DSRed,Tech1,pCM1-5
pCM1,Rep5,TR2,0.156383571123129,-2.676839136616426,Tobacco,DSRed,Tech2,pCM1-5
pCM1,Rep6,TR,0.21351277237627198,-2.227605720157502,Tobacco,DSRed,Tech1,pCM1-5
pCM1,Rep6,TR2,0.19293158101169344,-2.3738387771107914,Tobacco,DSRed,Tech2,pCM1-5
pCM2,Rep1,TR,0.27379327366293654,-1.868841090849346,Tobacco,DSRed,Tech1,pCM1-5
pCM2,Rep1,TR2,0.27114498049059854,-1.8828636318488274,Tobacco,DSRed,Tech2,pCM1-5
pCM2,Rep2,TR,0.3195723853803655,-1.6457853461835525,Tobacco,DSRed,Tech1,pCM1-5
pCM2,Rep2,TR2,0.3071590037126753,-1.70294242143009,Tobacco,DSRed,Tech2,pCM1-5
pCM2,Rep3,TR,0.31839674281311997,-1.6511025176471164,Tobacco,DSRed,Tech1,pCM1-5
pCM2,Rep3,TR2,0.3079066383895087,-1.6994351230279117,Tobacco,DSRed,Tech2,pCM1-5
pCM2,Rep4,TR,0.30215562996697004,-1.726636271334778,Tobacco,DSRed,Tech1,pCM1-5
pCM2,Rep4,TR2,0.2856321359662205,-1.8077697913224262,Tobacco,DSRed,Tech2,pCM1-5
pCM2,Rep5,TR,0.3907874586496236,-1.3555439265429918,Tobacco,DSRed,Tech1,pCM1-5
pCM2,Rep5,TR2,0.3394483406897792,-1.5587360618061432,Tobacco,DSRed,Tech2,pCM1-5
pCM2,Rep6,TR,0.3066826703657325,-1.7051814479556542,Tobacco,DSRed,Tech1,pCM1-5
pCM2,Rep6,TR2,0.3000158418293166,-1.736889413082289,Tobacco,DSRed,Tech2,pCM1-5
pCM3,Rep1,TR,0.45386597862674877,-1.1396617456422147,Tobacco,DSRed,Tech1,pCM1-5
pCM3,Rep1,TR2,0.4710671325332397,-1.0859954196114938,Tobacco,DSRed,Tech2,pCM1-5
pCM3,Rep2,TR,0.45654015068026804,-1.131186350471721,Tobacco,DSRed,Tech1,pCM1-5
pCM3,Rep2,TR2,0.4817852981440881,-1.0535377250100917,Tobacco,DSRed,Tech2,pCM1-5
pCM3,Rep3,TR,0.4773687443679758,-1.0668239855717692,Tobacco,DSRed,Tech1,pCM1-5
pCM3,Rep3,TR2,0.4604194921968689,-1.1189791825716877,Tobacco,DSRed,Tech2,pCM1-5
pCM3,Rep4,TR,0.46594731649585736,-1.101761252726517,Tobacco,DSRed,Tech1,pCM1-5
pCM3,Rep4,TR2,0.4785710668326824,-1.063194916980402,Tobacco,DSRed,Tech2,pCM1-5
pCM3,Rep5,TR,0.6058210425788815,-0.7230364053361732,Tobacco,DSRed,Tech1,pCM1-5
pCM3,Rep5,TR2,0.6102398345360595,-0.7125517373046383,Tobacco,DSRed,Tech2,pCM1-5
pCM3,Rep6,TR,0.5077553053873533,-0.9777946859867379,Tobacco,DSRed,Tech1,pCM1-5
pCM3,Rep6,TR2,0.5537226262606249,-0.852764620288221,Tobacco,DSRed,Tech2,pCM1-5
pCM4,Rep1,TR,0.49927750752186345,-1.002086180243363,Tobacco,DSRed,Tech1,pCM1-5
pCM4,Rep1,TR2,0.4973415613167841,-1.0076910970863266,Tobacco,DSRed,Tech2,pCM1-5
pCM4,Rep2,TR,0.6328368456791637,-0.6600944945534363,Tobacco,DSRed,Tech1,pCM1-5
pCM4,Rep2,TR2,0.6103059814851776,-0.7123953648451969,Tobacco,DSRed,Tech2,pCM1-5
pCM4,Rep3,TR,0.5443651951420906,-0.8773532661077034,Tobacco,DSRed,Tech1,pCM1-5
pCM4,Rep3,TR2,0.5590436270812102,-0.8389672212683712,Tobacco,DSRed,Tech2,pCM1-5
pCM4,Rep4,TR,0.5418030007127929,-0.8841597111269159,Tobacco,DSRed,Tech1,pCM1-5
pCM4,Rep4,TR2,0.5546111086644507,-0.8504515815488976,Tobacco,DSRed,Tech2,pCM1-5
pCM4,Rep5,TR,0.6198671818484326,-0.6899689707036687,Tobacco,DSRed,Tech1,pCM1-5
pCM4,Rep5,TR2,0.5995392745999603,-0.7380738301308114,Tobacco,DSRed,Tech2,pCM1-5
pCM4,Rep6,TR,0.586199403935624,-0.7705365938328805,Tobacco,DSRed,Tech1,pCM1-5
pCM4,Rep6,TR2,0.5750061309673825,-0.7983507561015092,Tobacco,DSRed,Tech2,pCM1-5
pCM5,Rep1,TR,0.047605484152281594,-4.392728408183654,Tobacco,DSRed,Tech1,pCM1-5
pCM5,Rep1,TR2,0.05071326578538561,-4.3014930070548,Tobacco,DSRed,Tech2,pCM1-5
pCM5,Rep2,TR,0.041006828368955056,-4.607992025561602,Tobacco,DSRed,Tech1,pCM1-5
pCM5,Rep2,TR2,0.03417987798623588,-4.870708942818209,Tobacco,DSRed,Tech2,pCM1-5
pCM5,Rep3,TR,0.05382990926641335,-4.215448196165585,Tobacco,DSRed,Tech1,pCM1-5
pCM5,Rep3,TR2,0.051748397234888104,-4.27234201000502,Tobacco,DSRed,Tech2,pCM1-5
pCM5,Rep4,TR,0.041259065973018,-4.599145028059476,Tobacco,DSRed,Tech1,pCM1-5
pCM5,Rep4,TR2,0.04750857082651876,-4.395668382152605,Tobacco,DSRed,Tech2,pCM1-5
pCM5,Rep5,TR,0.05168909530262089,-4.273996238290563,Tobacco,DSRed,Tech1,pCM1-5
pCM5,Rep5,TR2,0.050634278636745154,-4.30374179149965,Tobacco,DSRed,Tech2,pCM1-5
pCM5,Rep6,TR,0.07325567970121066,-3.770915570047235,Tobacco,DSRed,Tech1,pCM1-5
pCM5,Rep6,TR2,0.07103223661326637,-3.815382277168565,Tobacco,DSRed,Tech2,pCM1-5
35s,Rep1,LG,2.1990524156543274,1.1368819920525153,Lettuce,GFP,Tech1,35s
35s,Rep1,LG2,2.2737644199712506,1.1850827873237306,Lettuce,GFP,Tech2,35s
35s,Rep2,LG,1.929559508843357,0.9482715381985788,Lettuce,GFP,Tech1,35s
35s,Rep2,LG2,2.0062216724246316,1.0044810217222784,Lettuce,GFP,Tech2,35s
35s,Rep3,LG,1.977361248991462,0.9835764646526038,Lettuce,GFP,Tech1,35s
35s,Rep3,LG2,1.8849339182981841,0.9145139466161591,Lettuce,GFP,Tech2,35s
35s,Rep4,LG,2.502171481984775,1.3231806654955025,Lettuce,GFP,Tech1,35s
35s,Rep4,LG2,2.531389908619366,1.3399297421017256,Lettuce,GFP,Tech2,35s
35s,Rep5,LG,1.856503554740602,0.8925880775959542,Lettuce,GFP,Tech1,35s
35s,Rep5,LG2,1.9761549653638508,0.9826960840662557,Lettuce,GFP,Tech2,35s
35s,Rep6,LG,1.9751323046411426,0.9819492957487844,Lettuce,GFP,Tech1,35s
35s,Rep6,LG2,1.7965651938643916,0.8452412888932634,Lettuce,GFP,Tech2,35s
PNOS,Rep1,LG,1.7526870431234853,0.8095684138721095,Lettuce,GFP,Tech1,PNOS
PNOS,Rep1,LG2,1.6669295737956797,0.7371931531053627,Lettuce,GFP,Tech2,PNOS
PNOS,Rep2,LG,1.6949148875538649,0.7612128282955595,Lettuce,GFP,Tech1,PNOS
PNOS,Rep2,LG2,1.6091419216216991,0.6862915731653961,Lettuce,GFP,Tech2,PNOS
PNOS,Rep3,LG,1.743836828678305,0.8022650530335282,Lettuce,GFP,Tech1,PNOS
PNOS,Rep3,LG2,1.687062509816005,0.7545134300159902,Lettuce,GFP,Tech2,PNOS
PNOS,Rep4,LG,1.287499039485536,0.364571356000733,Lettuce,GFP,Tech1,PNOS
PNOS,Rep4,LG2,1.2769184709216939,0.3526664143500727,Lettuce,GFP,Tech2,PNOS
PNOS,Rep5,LG,1.5591361958088341,0.640746957821301,Lettuce,GFP,Tech1,PNOS
PNOS,Rep5,LG2,1.523867952194382,0.6077378943220525,Lettuce,GFP,Tech2,PNOS
PNOS,Rep6,LG,1.707291449781064,0.7717093602183283,Lettuce,GFP,Tech1,PNOS
PNOS,Rep6,LG2,1.6859191411587366,0.7535353444373433,Lettuce,GFP,Tech2,PNOS
pCH1,Rep1,LG,0.5769666178178265,-0.7934402451706434,Lettuce,GFP,Tech1,pCH1-5
pCH1,Rep1,LG2,0.6005830929365092,-0.7355642328460755,Lettuce,GFP,Tech2,pCH1-5
pCH1,Rep2,LG,0.618006788700682,-0.6943054089081736,Lettuce,GFP,Tech1,pCH1-5
pCH1,Rep2,LG2,0.6069604071201696,-0.7203256843608842,Lettuce,GFP,Tech2,pCH1-5
pCH1,Rep3,LG,0.5825952124122247,-0.7794342489832876,Lettuce,GFP,Tech1,pCH1-5
pCH1,Rep3,LG2,0.5958749723612986,-0.7469184415094974,Lettuce,GFP,Tech2,pCH1-5
pCH1,Rep4,LG,0.4967181574870163,-1.0095006095624295,Lettuce,GFP,Tech1,pCH1-5
pCH1,Rep4,LG2,0.5246918060126379,-0.9304578349566466,Lettuce,GFP,Tech2,pCH1-5
pCH1,Rep5,LG,0.5871746826940402,-0.7681383302811278,Lettuce,GFP,Tech1,pCH1-5
pCH1,Rep5,LG2,0.6579553780499239,-0.6039383499070847,Lettuce,GFP,Tech2,pCH1-5
pCH1,Rep6,LG,0.6430104073183361,-0.6370860066886591,Lettuce,GFP,Tech1,pCH1-5
pCH1,Rep6,LG2,0.632292926614264,-0.6613350145429423,Lettuce,GFP,Tech2,pCH1-5
pCH2,Rep1,LG,0.4990174053810382,-1.0028379582447016,Lettuce,GFP,Tech1,pCH1-5
pCH2,Rep1,LG2,0.4986573263825814,-1.0038793481715365,Lettuce,GFP,Tech2,pCH1-5
pCH2,Rep2,LG,0.5860842337311117,-0.7708200670096849,Lettuce,GFP,Tech1,pCH1-5
pCH2,Rep2,LG2,0.49012819822825004,-1.0287689441123797,Lettuce,GFP,Tech2,pCH1-5
pCH2,Rep3,LG,0.5587082431539786,-0.8398329889866214,Lettuce,GFP,Tech1,pCH1-5
pCH2,Rep3,LG2,0.5567260603448277,-0.844960477553434,Lettuce,GFP,Tech2,pCH1-5
pCH2,Rep4,LG,0.3931501134746922,-1.346847824095572,Lettuce,GFP,Tech1,pCH1-5
pCH2,Rep4,LG2,0.4269749008991626,-1.2277768292865017,Lettuce,GFP,Tech2,pCH1-5
pCH2,Rep5,LG,0.5648745549777919,-0.8239975795816312,Lettuce,GFP,Tech1,pCH1-5
pCH2,Rep5,LG2,0.5472420527710637,-0.8697489966205235,Lettuce,GFP,Tech2,pCH1-5
pCH2,Rep6,LG,0.485912729048962,-1.041230868862961,Lettuce,GFP,Tech1,pCH1-5
pCH2,Rep6,LG2,0.42764716048478163,-1.2255071341446941,Lettuce,GFP,Tech2,pCH1-5
pCH3,Rep1,LG,0.6940412916910796,-0.526906597003379,Lettuce,GFP,Tech1,pCH1-5
pCH3,Rep1,LG2,0.5516740863625756,-0.8581118801481639,Lettuce,GFP,Tech2,pCH1-5
pCH3,Rep2,LG,0.7209666917956801,-0.4719954854784056,Lettuce,GFP,Tech1,pCH1-5
pCH3,Rep2,LG2,1.094369036953264,0.130099317659274,Lettuce,GFP,Tech2,pCH1-5
pCH3,Rep3,LG,0.5248023834663404,-0.9301538227071641,Lettuce,GFP,Tech1,pCH1-5
pCH3,Rep3,LG2,0.7388892484037762,-0.43656995886879035,Lettuce,GFP,Tech2,pCH1-5
pCH3,Rep4,LG,0.6353123690076068,-0.6544619873932022,Lettuce,GFP,Tech1,pCH1-5
pCH3,Rep4,LG2,0.401842537594346,-1.3152978042652326,Lettuce,GFP,Tech2,pCH1-5
pCH3,Rep5,LG,0.4754102385696932,-1.0727551209829858,Lettuce,GFP,Tech1,pCH1-5
pCH3,Rep5,LG2,0.3471329939461672,-1.5264395993828168,Lettuce,GFP,Tech2,pCH1-5
pCH3,Rep6,LG,0.9300533191361168,-0.10461466786212675,Lettuce,GFP,Tech1,pCH1-5
pCH3,Rep6,LG2,0.6470156839057708,-0.6281274107703053,Lettuce,GFP,Tech2,pCH1-5
pCH4,Rep1,LG,0.5367695064046502,-0.8976253797732132,Lettuce,GFP,Tech1,pCH1-5
pCH4,Rep1,LG2,0.43905451184508865,-1.1875280228117775,Lettuce,GFP,Tech2,pCH1-5
pCH4,Rep2,LG,0.449147536098402,-1.1547386752322029,Lettuce,GFP,Tech1,pCH1-5
pCH4,Rep2,LG2,0.36454711057312883,-1.4558228282133727,Lettuce,GFP,Tech2,pCH1-5
pCH4,Rep3,LG,0.4919243471784522,-1.0234916336778175,Lettuce,GFP,Tech1,pCH1-5
pCH4,Rep3,LG2,0.7797646254248156,-0.3588893875508746,Lettuce,GFP,Tech2,pCH1-5
pCH4,Rep4,LG,0.44877035228974776,-1.1559507264660467,Lettuce,GFP,Tech1,pCH1-5
pCH4,Rep4,LG2,0.3688272900011735,-1.4389826883262877,Lettuce,GFP,Tech2,pCH1-5
pCH4,Rep5,LG,0.3300206757923244,-1.5993716827537126,Lettuce,GFP,Tech1,pCH1-5
pCH4,Rep5,LG2,0.3618383655120863,-1.4665827106994238,Lettuce,GFP,Tech2,pCH1-5
pCH4,Rep6,LG,0.7025733152169791,-0.5092793129972006,Lettuce,GFP,Tech1,pCH1-5
pCH4,Rep6,LG2,0.4787007010249708,-1.0628041760983098,Lettuce,GFP,Tech2,pCH1-5
pCH5,Rep1,LG,0.8001779392048355,-0.32160724055839746,Lettuce,GFP,Tech1,pCH1-5
pCH5,Rep1,LG2,0.7430644941396317,-0.42844066025085487,Lettuce,GFP,Tech2,pCH1-5
pCH5,Rep2,LG,1.0023199371904676,0.0033430855033338676,Lettuce,GFP,Tech1,pCH1-5
pCH5,Rep2,LG2,1.019402904720086,0.027724369224372415,Lettuce,GFP,Tech2,pCH1-5
pCH5,Rep3,LG,0.6811585529326263,-0.5539374421635335,Lettuce,GFP,Tech1,pCH1-5
pCH5,Rep3,LG2,0.4362545233666042,-1.1967580047003485,Lettuce,GFP,Tech2,pCH1-5
pCH5,Rep4,LG,0.8505239311156465,-0.2335762654465046,Lettuce,GFP,Tech1,pCH1-5
pCH5,Rep4,LG2,0.8041520368152917,-0.3144598048971467,Lettuce,GFP,Tech2,pCH1-5
pCH5,Rep5,LG,0.9862090270983105,-0.020034636521700424,Lettuce,GFP,Tech1,pCH1-5
pCH5,Rep5,LG2,0.9943375540538993,-0.008192399146214505,Lettuce,GFP,Tech2,pCH1-5
pCH5,Rep6,LG,0.710461435535616,-0.4931717540350701,Lettuce,GFP,Tech1,pCH1-5
pCH5,Rep6,LG2,0.629704090230547,-0.6672540565084092,Lettuce,GFP,Tech2,pCH1-5
pCL1,Rep1,LG,0.024039260592110163,-5.378463667956129,Lettuce,GFP,Tech1,pCL1-5
pCL1,Rep1,LG2,0.01952548055982545,-5.678498133456371,Lettuce,GFP,Tech2,pCL1-5
pCL1,Rep2,LG,0.028903174984547506,-5.1126282097522715,Lettuce,GFP,Tech1,pCL1-5
pCL1,Rep2,LG2,0.018268633942583167,-5.774487430902018,Lettuce,GFP,Tech2,pCL1-5
pCL1,Rep3,LG,0.054043916176575814,-4.209723969518637,Lettuce,GFP,Tech1,pCL1-5
pCL1,Rep3,LG2,0.05811176357560001,-4.105025951543915,Lettuce,GFP,Tech2,pCL1-5
pCL1,Rep4,LG,0.02459468060917657,-5.345509869681931,Lettuce,GFP,Tech1,pCL1-5
pCL1,Rep4,LG2,0.025845043377744268,-5.273968566101502,Lettuce,GFP,Tech2,pCL1-5
pCL1,Rep5,LG,0.016975186805125112,-5.88042873893684,Lettuce,GFP,Tech1,pCL1-5
pCL1,Rep5,LG2,0.012215664185209791,-6.355123882398942,Lettuce,GFP,Tech2,pCL1-5
pCL1,Rep6,LG,0.0876924492429437,-3.511403564992246,Lettuce,GFP,Tech1,pCL1-5
pCL1,Rep6,LG2,0.05684754177686458,-4.1367582248789185,Lettuce,GFP,Tech2,pCL1-5
pCL2,Rep1,LG,0.1491907003906923,-2.7447704850205645,Lettuce,GFP,Tech1,pCL1-5
pCL2,Rep1,LG2,0.14816499218703538,-2.7547234810109145,Lettuce,GFP,Tech2,pCL1-5
pCL2,Rep2,LG,0.14927601605799037,-2.7439457063320867,Lettuce,GFP,Tech1,pCL1-5
pCL2,Rep2,LG2,0.163603911897992,-2.6117208502240783,Lettuce,GFP,Tech2,pCL1-5
pCL2,Rep3,LG,0.5577842143499732,-0.842220989135812,Lettuce,GFP,Tech1,pCL1-5
pCL2,Rep3,LG2,0.5899506513563681,-0.7613338150248292,Lettuce,GFP,Tech2,pCL1-5
pCL2,Rep4,LG,0.09850109325719708,-3.34371645273887,Lettuce,GFP,Tech1,pCL1-5
pCL2,Rep4,LG2,0.09810524490597626,-3.34952592185651,Lettuce,GFP,Tech2,pCL1-5
pCL2,Rep5,LG,0.1312727696752309,-2.9293604104062645,Lettuce,GFP,Tech1,pCL1-5
pCL2,Rep5,LG2,0.13898803850838184,-2.8469673668104396,Lettuce,GFP,Tech2,pCL1-5
pCL2,Rep6,LG,0.44522492552344745,-1.1673937319414118,Lettuce,GFP,Tech1,pCL1-5
pCL2,Rep6,LG2,0.4990162970513185,-1.002841162508819,Lettuce,GFP,Tech2,pCL1-5
